,word,frequency
11406,"confirmed,",1
11407,reiterate,1
11408,assure,6
11409,friendliest,1
11410,"way,
",3
11411,"account,",3
11412,sore,1
11413,"subject
",1
11414,smoothing,1
11415,"""no",2
11416,"matter.""
",1
11417,"urged.
",1
11418,doesn't;,1
11419,doesn't.,1
11420,"sense,",1
11421,laudable,3
11422,ambition,2
11423,"ambition,",1
11424,Young,19
11425,follies,1
11426,"often
",2
11427,repented,1
11428,"dropped,",3
11429,"worldly
",3
11430,view;,1
11431,selfish,2
11432,view-,1
11433,"gained
",1
11434,"ourselves,",2
11435,"certain,",2
11436,"extent.
",1
11437,vanities,1
11438,"giddinesses
",1
11439,empty-headed,1
11440,girls;,1
11441,disappointed.,1
11442,regret,3
11443,allowing,2
11444,advice;,1
11445,"done.""
",1
11446,"aback,",1
11447,showering,1
11448,"generosity,",3
11449,"forbearance,",1
11450,"goodwill,",1
11451,erring,1
11452,"""Make",1
11453,"""say",1
11454,winking,3
11455,"ceiling.
",1
11456,"XIII
",2
11457,NO,1
11458,IF,1
11459,SYDNEY,3
11460,CARTON,3
11461,"often,",4
11462,"whole
",2
11463,morose,1
11464,lounger,1
11465,"talk,",1
11466,well;,2
11467,caring,1
11468,fatal,8
11469,pierced,1
11470,environed,1
11471,senseless,1
11472,pavements.,1
11473,"Many
",1
11474,vaguely,2
11475,unhappily,2
11476,"brought
",2
11477,transitory,1
11478,gladness,1
11479,dreary,3
11480,daybreak,2
11481,beams,2
11482,beauties,1
11483,architecture,3
11484,spires,1
11485,churches,2
11486,"buildings,",2
11487,"unattainable,",1
11488,scantily,1
11489,ever;,1
11490,"neighbourhood.
",1
11491,"August,",1
11492,(after,1
11493,notifying,1
11494,marrying,1
11495,"matter"")",1
11496,"Devonshire,",1
11497,"scent
",1
11498,waifs,1
11499,goodness,2
11500,health,4
11501,"sickliest,",1
11502,"oldest,",1
11503,Sydney's,3
11504,stones.,3
11505,"irresolute
",1
11506,"purposeless,",3
11507,alone.,6
11508,embarrassment,2
11509,"But,
",4
11510,"common-places,",1
11511,"Carton!""
",2
11512,"""No.",6
11513,conducive,1
11514,"profligates?""
",1
11515,forgive,4
11516,lips-,1
11517,"pity
",2
11518,"shame!""
",1
11519,saddened,1
11520,"voice
",1
11521,am.,1
11522,sink,1
11523,"lower,",1
11524,"worse.""
",2
11525,"followed.
",2
11526,"softened,",1
11527,"said:
",8
11528,"happier,",1
11529,"glad!""
",1
11530,"compassion!""
",2
11531,unshaded,1
11532,"steadily.
",1
11533,shrink,2
11534,"been.""
",1
11535,worthier,1
11536,better-,2
11537,trembling.,1
11538,relief,4
11539,interview,3
11540,"holden.
",1
11541,"returned
",2
11542,self-flung,1
11543,"wasted,
",1
11544,"drunken,",1
11545,misuse,2
11546,be-,2
11547,sorrow,5
11548,"repentance,
",1
11549,none;,1
11550,thankful,4
11551,Carton?,1
11552,"you-
",1
11553,again!-,1
11554,course?,1
11555,confidence?,1
11556,"confidence,""",1
11557,"hesitation,",1
11558,"Carton?""
",1
11559,dream,2
11560,soul.,3
11561,degradation,1
11562,degraded,1
11563,Since,2
11564,remorse,1
11565,reproach,2
11566,impelling,1
11567,"upward,
",1
11568,ever.,3
11569,unformed,1
11570,ideas,1
11571,"anew,",2
11572,sloth,1
11573,"sensuality,",1
11574,fighting,1
11575,fight.,2
11576,inspired,4
11577,"""Will",12
11578,remain?,1
11579,again!,5
11580,Try,2
11581,"again!""
",1
11582,Manette;,2
11583,undeserving.,1
11584,mastery,2
11585,"kindled
",1
11586,fire-,2
11587,"inseparable
",1
11588,quickening,1
11589,lighting,3
11590,idly,1
11591,"away.""
",3
11592,"misfortune,",1
11593,unhappy,9
11594,"me--""
",1
11595,reclaimed,1
11596,becoming,2
11597,"describe,",1
11598,"events,",1
11599,attributable,1
11600,"mean,
",1
11601,plain-,1
11602,realise.,1
11603,misdirected,1
11604,world;,1
11605,deplore,1
11606,"pity.""
",1
11607,entreated,2
11608,"believe,",3
11609,"fervently,",1
11610,"""Entreat",1
11611,"proved
",1
11612,"Will
",1
11613,shared,2
11614,"one?""
",3
11615,consolation,2
11616,mine;,1
11617,"apprehension,",1
11618,word.,2
11619,surer,1
11620,henceforth.,1
11621,remembrance-,2
11622,avowal,1
11623,"faults,",1
11624,miseries,1
11625,May,5
11626,"happy!""
",1
11627,"day
",5
11628,"perverted,",1
11629,mournfully,1
11630,"comforted!""",1
11631,"feeling,",2
11632,habits,1
11633,scorn,1
11634,yield,3
11635,"those,
",1
11636,wretch,2
11637,creeps,1
11638,streets.,11
11639,comforted!,1
11640,outwardly,1
11641,heretofore,8
11642,supplication,3
11643,"relieve
",1
11644,"unison,",1
11645,impassable,1
11646,rises,1
11647,career,1
11648,"kind
",3
11649,sacrifice,6
11650,embrace,4
11651,"hold
",7
11652,ardent,3
11653,sincere,1
11654,"coming,
",1
11655,"yet
",3
11656,adorn-,1
11657,"dearest
",2
11658,gladden,1
11659,springing,3
11660,anew,1
11661,"""Farewell!""",1
11662,"XIV
",2
11663,HONEST,1
11664,"TRADESMAN
",1
11665,EYES,1
11666,Jeremiah,1
11667,stool,7
11668,presented.,1
11669,dazed,1
11670,deafened,1
11671,"processions,",1
11672,"tending
",1
11673,westward,1
11674,tending,5
11675,eastward,1
11676,"sun,
",1
11677,plains,1
11678,range,1
11679,"purple
",1
11680,"down!
",1
11681,"streams,",1
11682,heathen,1
11683,stream-,1
11684,saving,2
11685,dry.,1
11686,hopeful,2
11687,income,1
11688,pilotage,1
11689,timid,7
11690,(mostly,1
11691,term,1
11692,life),1
11693,"opposite
",1
11694,Brief,1
11695,failed,4
11696,gifts,1
11697,execution,1
11698,benevolent,1
11699,recruited,1
11700,"finances,",1
11701,"observed.
",2
11702,poet,1
11703,mused,2
11704,men.,5
11705,"poet,",1
11706,"few,",3
11707,belated,1
11708,unprosperous,1
11709,awaken,2
11710,"Mrs.
",1
11711,"""flopping""",1
11712,unusual,3
11713,concourse,6
11714,"westward,",1
11715,attention.,3
11716,funeral,5
11717,objection,2
11718,"funeral,",1
11719,"uproar.
",2
11720,"""Young",1
11721,"offspring,",1
11722,"""it's
",1
11723,"buryin'.""
",1
11724,"""Hooroar,",1
11725,exultant,2
11726,"mysterious
",1
11727,significance.,1
11728,elder,8
11729,"watched
",1
11730,"opportunity,",3
11731,smote,2
11732,"ear.
",1
11733,hooroaring,1
11734,at?,1
11735,Rip?,1
11736,"too
",2
11737,"""Him",1
11738,"hooroars!
",1
11739,D'ye,2
11740,"hear?""
",3
11741,warn't,3
11742,doing,7
11743,"harm,""",1
11744,"protested,",2
11745,"""Drop",1
11746,Cruncher;,3
11747,harms.,1
11748,"crowd.
",2
11749,"obeyed,",4
11750,approached;,1
11751,bawling,1
11752,hissing,1
11753,hearse,3
11754,mourning,6
11755,"mourner,",1
11756,"dingy
",1
11757,trappings,1
11758,position.,2
11759,"however,
",2
11760,increasing,1
11761,rabble,1
11762,deriding,1
11763,grimaces,1
11764,incessantly,2
11765,groaning,1
11766,"out:
",1
11767,"""Yah!",1
11768,Spies!,2
11769,Yaha!,3
11770,"Spies!""",1
11771,compliments,2
11772,numerous,3
11773,forcible,1
11774,"repeat.
",1
11775,Funerals,1
11776,attraction,2
11777,"senses,",2
11778,"excited,",1
11779,"Naturally,",1
11780,uncommon,1
11781,excited,5
11782,"greatly,",1
11783,"him:
",2
11784,brother?,1
11785,What's,1
11786,"about?""
",1
11787,man.,8
11788,"""Spies!",2
11789,"Spies!""
",2
11790,clapping,4
11791,"mouth
",2
11792,vociferating,1
11793,heat,1
11794,"ardour,",1
11795,"Tst,",1
11796,tst!,1
11797,"Spi-ies!""
",1
11798,merits,4
11799,"case,
",2
11800,"Cly.
",1
11801,"""Was",2
11802,"spy?""",1
11803,"Cruncher.
",3
11804,"""Old",2
11805,"spy,""",1
11806,informant.,1
11807,"""Yaha!",1
11808,"Old
",3
11809,"Spi-i-ies!""
",1
11810,"sure!""",1
11811,Trial,1
11812,assisted.,1
11813,"""I've",1
11814,"Dead,",1
11815,"""Dead",1
11816,"mutton,""",1
11817,"Have
",1
11818,'em,9
11819,acceptable,1
11820,absence,3
11821,"idea,
",1
11822,"eagerness,",1
11823,repeating,2
11824,suggestion,1
11825,mobbed,1
11826,vehicles,2
11827,stop.,1
11828,crowd's,1
11829,"opening
",1
11830,mourner,1
11831,scuffled,1
11832,"alert,",1
11833,scouring,1
11834,"bye-street,",1
11835,shedding,1
11836,"cloak,",1
11837,"hatband,",1
11838,"pocket-handkerchief,",1
11839,symbolical,1
11840,"These,",1
11841,scattered,2
11842,"enjoyment,",1
11843,tradesmen,1
11844,hurriedly,4
11845,"shops;
",1
11846,"monster
",1
11847,dreaded.,1
11848,coffin,1
11849,genius,1
11850,"instead,",1
11851,destination,3
11852,amidst,3
11853,"rejoicing.
",1
11854,Practical,1
11855,suggestions,1
11856,"needed,",1
11857,"suggestion,",2
11858,"acclamation,",1
11859,ingenuity,3
11860,stick,3
11861,volunteers,1
11862,concealed,4
11863,"Tellson's,
",2
11864,"coach.
",1
11865,officiating,1
11866,undertakers,1
11867,protest,4
11868,ceremonies;,1
11869,alarmingly,1
11870,near.,2
11871,immersion,1
11872,"bringing
",1
11873,refractory,1
11874,brief.,1
11875,remodelled,1
11876,chimney-sweep,1
11877,hearse-,1
11878,advised,4
11879,"driver,",1
11880,perched,1
11881,"inspection,",1
11882,purpose-,1
11883,"pieman,",1
11884,cabinet,1
11885,"minister,",1
11886,coach.,2
11887,"bear-leader,",1
11888,impressed,3
11889,additional,4
11890,"ornament,",1
11891,cavalcade,1
11892,Strand;,1
11893,"bear,",1
11894,"mangy,
",1
11895,Undertaking,1
11896,"walked.
",1
11897,"beer-drinking,",1
11898,"pipe-smoking,",1
11899,"song-roaring,",1
11900,"infinite
",1
11901,caricaturing,1
11902,"woe,",1
11903,disorderly,1
11904,shops,2
11905,"Its
",1
11906,"Pancras,",1
11907,burial-ground;,1
11908,accomplished,2
11909,interment,1
11910,"deceased
",1
11911,"satisfaction.
",2
11912,providing,2
11913,"genius
",1
11914,(or,1
11915,same),1
11916,conceived,2
11917,humour,1
11918,impeaching,1
11919,"casual
",1
11920,"passers-by,",1
11921,"spies,",1
11922,wreaking,1
11923,vengeance,3
11924,"Chase
",1
11925,inoffensive,1
11926,roughly,1
11927,hustled,1
11928,maltreated.,1
11929,transition,1
11930,sport,1
11931,"window-breaking,",1
11932,thence,1
11933,plundering,1
11934,"public-houses,",1
11935,natural.,1
11936,sundry,2
11937,"area-railings
",1
11938,belligerent,1
11939,"spirits,",2
11940,rumour,3
11941,coming.,3
11942,"rumour,",1
11943,melted,3
11944,"came,",8
11945,progress,3
11946,"mob.
",1
11947,"sports,",1
11948,"churchyard,",1
11949,confer,2
11950,condole,1
11951,undertakers.,1
11952,"procured
",1
11953,pipe,10
11954,"public-house,",1
11955,smoked,4
11956,railings,1
11957,maturely,1
11958,"spot.
",2
11959,"""Jerry,""",2
11960,apostrophising,1
11961,'un,1
11962,"'un.""
",1
11963,ruminated,1
11964,"longer,",4
11965,"closing,",1
11966,meditations,1
11967,mortality,1
11968,"liver,",1
11969,"previously
",1
11970,"amiss,",1
11971,desired,5
11972,eminent,1
11973,"short
",3
11974,medical,3
11975,adviser-,1
11976,distinguished,1
11977,surgeon-,1
11978,relieved,5
11979,reported,2
11980,absence.,3
11981,"clerks
",1
11982,"set,",3
11983,"tea.
",1
11984,entering.,1
11985,wenturs,1
11986,"wrong
",1
11987,afore,1
11988,"face!""",2
11989,"signs
",1
11990,"apprehension.
",1
11991,"nothing.""
",3
11992,then;,2
11993,meditate,1
11994,meditate.,1
11995,Drop,1
11996,"altogether.""
",1
11997,"Jerry.""
",3
11998,tea.,1
11999,"sulky
",1
12000,"corroborations,",1
12001,"do,
",1
12002,ironical,1
12003,"dissatisfaction.
",1
12004,bite,1
12005,"bread-and-butter,",1
12006,seeming,4
12007,"large
",3
12008,invisible,4
12009,oyster,1
12010,saucer.,1
12011,"to-night?""",1
12012,decent,1
12013,"took
",4
12014,"bite.
",1
12015,"father?""",3
12016,"briskly.
",1
12017,mayn't.,1
12018,going-,1
12019,knows-,1
12020,"fishing.
",1
12021,Going,1
12022,"fishing.""
",1
12023,fishing-rod,1
12024,gets,1
12025,rayther,1
12026,rusty;,1
12027,"don't,",1
12028,"commons,",1
12029,"to-morrow,""",1
12030,"""that's",2
12031,"abed.""
",1
12032,remainder,1
12033,vigilant,1
12034,sullenly,1
12035,prevented,3
12036,meditating,2
12037,"petitions
",1
12038,dwelling,2
12039,reflections.,1
12040,devoutest,1
12041,"efficacy
",1
12042,prayer,3
12043,distrust,2
12044,professed,3
12045,unbeliever,1
12046,ghosts,4
12047,"ghost
",1
12048,"story.
",1
12049,games,3
12050,to-morrow!,2
12051,jinte,1
12052,meat,1
12053,bread.,3
12054,"honest
",2
12055,provide,1
12056,declaring,2
12057,water.,2
12058,Rome,2
12059,"ugly
",1
12060,don't.,1
12061,grumbling,1
12062,"again:
",1
12063,wittles,2
12064,drink!,1
12065,scarce,2
12066,mayn't,1
12067,tricks,1
12068,unfeeling,1
12069,conduct.,1
12070,"boy:
",1
12071,"your'n,",1
12072,he?,3
12073,He's,1
12074,lath.,1
12075,blow,5
12076,adjured,2
12077,perform,1
12078,"neglected,
",1
12079,especial,1
12080,discharge,3
12081,maternal,1
12082,function,1
12083,affectingly,1
12084,indicated,2
12085,"parent.
",1
12086,"similar
",3
12087,"injunctions,",1
12088,obeyed,1
12089,beguiled,2
12090,"pipes,",1
12091,"excursion
",1
12092,o'clock.,2
12093,"rose
",2
12094,"locked
",1
12095,"cupboard,",1
12096,"sack,",1
12097,crowbar,1
12098,"size,",2
12099,"chain,",1
12100,tackle,1
12101,"Disposing
",1
12102,articles,4
12103,skilful,1
12104,"parting
",2
12105,feint,1
12106,undressing,1
12107,cover,2
12108,"uneasiness
",1
12109,concerning,4
12110,"lodgers,",1
12111,ajar,1
12112,Impelled,1
12113,"calling,",1
12114,"fronts,",1
12115,"walls,",11
12116,view.,1
12117,"steering
",1
12118,"Northward,",1
12119,disciple,1
12120,Izaak,1
12121,"Walton,",1
12122,trudged,2
12123,Within,6
12124,"starting,",1
12125,"watchmen,",1
12126,fisherman,2
12127,here-,1
12128,"silently,",1
12129,"superstitious,",1
12130,follower,1
12131,craft,1
12132,split,2
12133,"three
",3
12134,overhanging,1
12135,brick,1
12136,surmounted,1
12137,railing.,1
12138,"blind
",2
12139,"lane,",2
12140,wall-,1
12141,high-,2
12142,Crouching,2
12143,peeping,4
12144,watery,2
12145,"clouded
",1
12146,"moon,",4
12147,scaling,1
12148,"softly
",3
12149,"gate,",10
12150,little-,1
12151,"listening
",1
12152,perhaps.,1
12153,"knees.
",1
12154,gate:,1
12155,"did,
",2
12156,breath.,1
12157,fishermen,2
12158,creeping,2
12159,"rank
",1
12160,grass!,2
12161,gravestones,1
12162,churchyard-,1
12163,churchyard,1
12164,"white,",1
12165,"giant.
",1
12166,creep,2
12167,upright.,1
12168,"And
",6
12169,"fish.
",1
12170,fished,1
12171,Presently,1
12172,"parent
",1
12173,adjusting,2
12174,"corkscrew.
",1
12175,"awful
",2
12176,stiff,2
12177,"father's.
",1
12178,long-cherished,1
12179,lured,1
12180,"perseveringly,",1
12181,gate,11
12182,bite.,1
12183,screwing,1
12184,complaining,2
12185,"figures
",1
12186,weight.,1
12187,degrees,4
12188,"broke
",1
12189,surface.,1
12190,"honoured
",1
12191,wrench,1
12192,mile,1
12193,"coffin
",1
12194,hopping,4
12195,bolt,1
12196,"upright,",1
12197,"point
",1
12198,overtaking,2
12199,side-,1
12200,arm-,1
12201,pursuer,1
12202,shun.,1
12203,inconsistent,1
12204,"ubiquitous
",1
12205,fiend,1
12206,"dreadful,",2
12207,roadway,1
12208,"alleys,",1
12209,"fearful
",1
12210,dropsical,1
12211,"boy's-Kite
",1
12212,tail,1
12213,wings.,1
12214,doorways,1
12215,"horrible
",3
12216,laughing.,2
12217,cunningly,1
12218,trip,2
12219,upstairs,1
12220,bump,1
12221,"stair,",2
12222,"scrambled
",1
12223,oppressed,2
12224,"slumber,",1
12225,"awakened
",1
12226,"sunrise,",1
12227,"least,",3
12228,"inferred,",1
12229,knocking,2
12230,head-board,1
12231,"bed.
",4
12232,"would,""",1
12233,"implored.
",1
12234,oppose,2
12235,profit,2
12236,"Jerry,
",1
12237,suffer.,1
12238,obey;,1
12239,business?,2
12240,honouring,2
12241,dishonour,1
12242,obeying,1
12243,disobey,1
12244,vital,1
12245,"business?""
",1
12246,retorted,3
12247,occupy,1
12248,female,4
12249,"calculations
",1
12250,didn't.,1
12251,"obeying
",1
12252,Call,2
12253,"religious
",1
12254,woman?,1
12255,irreligious,1
12256,one!,1
12257,nat'ral,1
12258,"Thames
",1
12259,"pile,",2
12260,knocked,2
12261,altercation,1
12262,"terminated
",1
12263,tradesman's,2
12264,kicking,1
12265,clay-soiled,1
12266,"lying
",1
12267,peep,2
12268,rusty,3
12269,"pillow,
",1
12270,"else.
",2
12271,"temper,",1
12272,"iron
",1
12273,pot-lid,1
12274,projectile,1
12275,correction,1
12276,symptoms,1
12277,Grace.,1
12278,brushed,1
12279,washed,2
12280,pursue,1
12281,ostensible,1
12282,"calling.
",1
12283,"different
",1
12284,previous,5
12285,pursuer.,1
12286,cunning,1
12287,"fresh
",2
12288,qualms,1
12289,night-,3
12290,particulars,1
12291,improbable,1
12292,"""Father,""",1
12293,along:,1
12294,arm's,1
12295,"them:
",3
12296,"""what's",1
12297,"Resurrection-Man?""
",1
12298,"""How
",1
12299,knowed,1
12300,"everything,",1
12301,artless,1
12302,"boy.
",3
12303,"""Hem!",1
12304,"Well,""",1
12305,spikes,1
12306,"play,",1
12307,"""he's",1
12308,"tradesman.""
",1
12309,"goods,",1
12310,"""His",1
12311,"goods,""",1
12312,"""is",6
12313,branch,1
12314,Scientific,1
12315,"goods.""
",1
12316,"""Persons'",1
12317,"bodies,",1
12318,lively,2
12319,"sort,""",1
12320,Resurrection-Man,1
12321,"I'm
",1
12322,growed,2
12323,"up!""
",1
12324,"soothed,",1
12325,dubious,1
12326,depends,4
12327,develop,2
12328,talents.,1
12329,"careful
",1
12330,"talents,",1
12331,"nobody,",1
12332,"for.""",1
12333,"encouraged,",1
12334,plant,1
12335,himself:,1
12336,"hopes
",2
12337,wot,17
12338,blessing,4
12339,recompense,2
12340,"mother!""
",2
12341,"XV
",2
12342,"KNITTING
",2
12343,THERE,2
12344,HAD,1
12345,BEEN,1
12346,sallow,2
12347,barred,4
12348,descried,2
12349,"within,
",1
12350,"thin
",1
12351,"unusually
",2
12352,sour,1
12353,"souring,",1
12354,mood,1
12355,gloomy.,1
12356,vivacious,1
12357,flame,2
12358,leaped,2
12359,grape,1
12360,Defarge:,3
12361,smouldering,1
12362,dregs,1
12363,"begun
",1
12364,"Monday,",1
12365,Wednesday,1
12366,come.,1
12367,"early
",1
12368,drinking;,1
12369,slunk,1
12370,souls.,2
12371,"glided
",1
12372,"looks.
",1
12373,flow,1
12374,"company,",4
12375,visible.,1
12376,missed;,1
12377,"crossed
",1
12378,threshold,1
12379,wondered,1
12380,presiding,2
12381,"distribution
",1
12382,battered,1
12383,coins,1
12384,defaced,1
12385,impress,1
12386,coinage,1
12387,humanity,2
12388,"come.
",1
12389,"perhaps
",2
12390,palace,1
12391,criminal's,1
12392,gaol.,1
12393,Games,1
12394,cards,5
12395,"languished,",1
12396,players,1
12397,"dominoes
",1
12398,musingly,1
12399,drinkers,1
12400,"tables
",1
12401,sleeve,1
12402,inaudible,1
12403,vinous,1
12404,"midday.
",1
12405,"noontide,",1
12406,"streets
",1
12407,lamps:,1
12408,"whom,",1
12409,AH,1
12410,adust,1
12411,"athirst,",1
12412,wine-shop.,1
12413,spreading,1
12414,flickered,1
12415,flames,3
12416,"windows.
",1
12417,"entered
",1
12418,"gentlemen!""",1
12419,signal,1
12420,loosening,1
12421,elicited,2
12422,chorus,1
12423,"weather,",3
12424,"gentlemen,""",2
12425,"cast
",2
12426,silent.,1
12427,"wife,""",4
12428,"aloud,",4
12429,leagues,5
12430,"called
",1
12431,accident-,1
12432,half's,1
12433,"Jacques.
",1
12434,"Jacques,",3
12435,doffed,1
12436,drank.,1
12437,blouse,1
12438,"coarse
",2
12439,munching,1
12440,counter.,1
12441,refreshed,1
12442,draught,1
12443,wine-,1
12444,"stranger,",4
12445,countryman,1
12446,"repast,",1
12447,"""Come,",5
12448,"occupy.
",1
12449,"marvel.""
",1
12450,"garret,-",1
12451,formerly,3
12452,singly.,1
12453,"link,",1
12454,"voice:
",2
12455,"""Jacques",1
12456,"One,",4
12457,"Two,",4
12458,Three!,1
12459,"witness
",2
12460,encountered,2
12461,"appointment,",1
12462,Four.,1
12463,"Speak,",1
12464,"Five!""
",1
12465,swarthy,1
12466,"forehead
",1
12467,"commence,",1
12468,"monsieur?""
",2
12469,"""Commence,""",1
12470,unreasonable,1
12471,"reply,",2
12472,"""at",3
12473,"commencement.""
",2
12474,"messieurs,""",1
12475,"summer,",2
12476,underneath,1
12477,chain.,1
12478,Behold,1
12479,"slowly
",2
12480,chain-like,1
12481,"this.""
",2
12482,performance;,1
12483,infallible,1
12484,resource,1
12485,indispensable,3
12486,"year.
",2
12487,"before?
",1
12488,"""Never,""",1
12489,recovering,3
12490,"perpendicular.
",1
12491,Three,12
12492,"then?
",1
12493,"""By",4
12494,"figure,""",1
12495,demands,2
12496,"evening,
",2
12497,"'Say,",1
12498,like?',1
12499,"response,",1
12500,'Tall,1
12501,"spectre.'""
",1
12502,"dwarf,""",1
12503,know?,2
12504,deed,5
12505,"accomplished,",3
12506,"neither
",1
12507,confide,4
12508,Observe!,1
12509,"even,",1
12510,testimony.,1
12511,indicates,1
12512,"finger,",1
12513,"says,",2
12514,'To,1
12515,"Bring
",1
12516,rascal!',1
12517,"faith,",1
12518,"messieurs,",3
12519,interrupted.,1
12520,"""Good!""",2
12521,mystery.,1
12522,"""The
",2
12523,sought-,1
12524,months?,1
12525,"Nine,",1
12526,"ten,
",2
12527,"eleven?""
",1
12528,"number,""",1
12529,"hidden,",1
12530,unluckily,1
12531,bed.,4
12532,collecting,1
12533,cottage,1
12534,soldiers.,3
12535,bound-,1
12536,tied,6
12537,sides-,1
12538,elbows,2
12539,"hips,",1
12540,cords,1
12541,"behind
",2
12542,"stones,",2
12543,"soldiers
",4
12544,spectacle,3
12545,"at),",1
12546,"approach,",1
12547,"bound,",1
12548,sight-,1
12549,"edge,",1
12550,messieurs.,3
12551,"Also,",2
12552,giants.,1
12553,moves,3
12554,"tramp,",1
12555,tramp!,1
12556,"advance
",1
12557,recognise,3
12558,recognises,2
12559,content,2
12560,precipitate,1
12561,hill-side,2
12562,"encountered,",2
12563,"spot!""
",1
12564,vividly;,1
12565,man;,3
12566,"does
",3
12567,'Come,1
12568,on!',1
12569,chief,5
12570,'bring,1
12571,tomb!',1
12572,faster.,1
12573,swelled,2
12574,"tight,",3
12575,"clumsy,",1
12576,"lame.
",1
12577,"lame,",1
12578,"slow,",1
12579,guns-like,1
12580,impelled,1
12581,butt-ends,1
12582,madmen,1
12583,"race,",3
12584,falls.,2
12585,laugh,3
12586,bleeding,2
12587,thereupon,1
12588,village;,1
12589,runs,1
12590,look;,2
12591,"past
",2
12592,prison;,1
12593,"gate
",1
12594,"sounding
",1
12595,snap,3
12596,teeth.,1
12597,Observant,1
12598,mar,1
12599,"Jacques.""
",2
12600,"village,""",1
12601,tiptoe,1
12602,"""withdraws;",1
12603,sleeps;,1
12604,dreams,2
12605,"within
",2
12606,locks,3
12607,perish.,1
12608,eating,2
12609,"go,",6
12610,circuit,1
12611,"cage,",2
12612,bloody,2
12613,through.,1
12614,"him;
",1
12615,regards,1
12616,"repressed,",1
12617,"revengeful,",1
12618,"listened
",1
12619,countryman's,1
12620,story;,2
12621,authoritative,1
12622,"tribunal;
",1
12623,"pallet-bed,",1
12624,"road-mender;
",1
12625,"Three,",12
12626,"intent,",1
12627,gliding,1
12628,network,1
12629,nerves,1
12630,nose;,1
12631,"narrator,",1
12632,"whom
",4
12633,remains,3
12634,cage,1
12635,days.,4
12636,"looks
",2
12637,"stealth,",1
12638,afraid.,1
12639,crag;,1
12640,achieved,1
12641,assembles,1
12642,gossip,2
12643,"Formerly,",1
12644,posting-house;,1
12645,"prison.
",1
12646,condemned,4
12647,executed;,1
12648,petitions,1
12649,enraged,1
12650,"child;
",1
12651,petition,3
12652,King,9
12653,possible.,1
12654,"no.""
",2
12655,"""Listen",3
12656,Number,3
12657,"sternly
",1
12658,interposed.,1
12659,"""Know",1
12660,"Queen.
",2
12661,"excepted,",1
12662,Queen.,1
12663,"horses,
",1
12664,"Jacques!""",4
12665,"Three:
",1
12666,"nerves,",1
12667,hungered,1
12668,something-,1
12669,food,2
12670,"petitioner,",1
12671,blows.,1
12672,"messieurs.""
",1
12673,"""Again;",1
12674,"fountain,""",1
12675,"resumed
",1
12676,"countryman,",1
12677,executed,3
12678,"executed.
",1
12679,slain,1
12680,tenants-,1
12681,serfs-,1
12682,will-,1
12683,parricide.,1
12684,wounds,2
12685,"oil,",1
12686,"lead,
",1
12687,"resin,",1
12688,"wax,",1
12689,sulphur;,1
12690,limb,2
12691,horses.,1
12692,"actually
",2
12693,Fifteen.,1
12694,lies?,1
12695,"scholar.""
",1
12696,"restless
",2
12697,craving,6
12698,"Damiens,
",1
12699,Paris;,1
12700,quality,3
12701,"fun
",1
12702,"prolonged
",1
12703,"nightfall,",1
12704,breathed!,1
12705,"why,",3
12706,"""Thirty-five,""",1
12707,"sixty.
",1
12708,"""Enough!""",1
12709,impatience.,1
12710,Devil!,2
12711,else;,1
12712,appears,1
12713,tune.,1
12714,"asleep,",5
12715,"soldiers,",2
12716,guns,2
12717,Workmen,1
12718,"hammer,",3
12719,"sing;
",1
12720,"forty
",1
12721,poisoning,2
12722,"water.""
",4
12723,"ceiling,
",1
12724,"sky.
",1
12725,assemble,1
12726,leads,1
12727,"out,
",2
12728,"midday,",1
12729,roll,7
12730,"drums.
",1
12731,marched,2
12732,gag-tied,1
12733,tight,1
12734,"laughed.""",1
12735,creasing,1
12736,"thumbs,",1
12737,blade,3
12738,"upwards,",1
12739,"hanging,
",1
12740,perspiration,1
12741,afresh,1
12742,"spectacle.
",1
12743,"frightful,",1
12744,"draw
",3
12745,water!,1
12746,shadow!,1
12747,said?,1
12748,Monday,1
12749,prison-,1
12750,"across
",1
12751,rests,1
12752,hungry,4
12753,gnawed,1
12754,quivered,3
12755,warned,2
12756,"do),",1
12757,"(as
",1
12758,should),1
12759,comrade.,1
12760,"riding
",2
12761,"walking,",1
12762,"""Good!",1
12763,recounted,1
12764,faithfully.,1
12765,"door?""
",1
12766,"willingly,""",1
12767,Whom,2
12768,"risen,",1
12769,"garret.
",1
12770,One.,2
12771,"registered?""
",1
12772,"registered,",1
12773,"destruction,""",1
12774,"""Magnificent!""",3
12775,"craving.
",1
12776,"race?""",1
12777,"first.
",2
12778,"race,""",1
12779,"""Extermination.""
",1
12780,rapturous,1
12781,"croak,",1
12782,gnawing,1
12783,"sure,""",3
12784,"register?
",1
12785,ourselves,1
12786,decipher,2
12787,"or,",1
12788,"""Jacques,""",2
12789,madame,12
12790,undertook,1
12791,register,3
12792,memory,7
12793,lose,5
12794,"Knitted,",1
12795,stitches,1
12796,"symbols,",1
12797,Confide,1
12798,easier,4
12799,"weakest
",1
12800,poltroon,1
12801,erase,1
12802,"existence,",2
12803,"erase
",1
12804,"approval,",1
12805,"hungered,",1
12806,asked:,1
12807,soon?,1
12808,simple;,1
12809,"dangerous?""
",1
12810,"nothing,""",1
12811,Defarge;,6
12812,elevate,1
12813,height.,1
12814,"charge
",1
12815,world-,2
12816,"Queen,",3
12817,Court;,1
