course_name,instructor,course url,course image,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,course_flag,students_count,,,,
SQL and Data Visualization - The Complete Bootcamp,Raffi Sarkissian | SQL | PostgreSQL | Metabase,https://www.udemy.com/course/sql-data-visualization-the-complete-course/,https://img-b.udemycdn.com/course/240x135/3161274_eedc_2.jpg,"Become an expert in SQL, Data Analysis, Business Intelligence & Data Visualization. Learn SQL from A to Z",Rating: 4.4 out of 5,400 reviews,5.5 total hours,54 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"2,010 students",,,,
Complete Javascript development Bootcamp 2021 with projects,Mohammed Khan,https://www.udemy.com/course/javascript-development-bootcamp-2020-wprojects/,https://img-b.udemycdn.com/course/240x135/3561411_d620_3.jpg,"Master JavaScript with the most complete course! Projects, quizzes, JavaScript ES6+, AJAX and much more",Rating: 4.5 out of 5,399 reviews,9 total hours,55 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"42,435 students",,,,
Javascript Intermediate level 3 - JSON,"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/javascript-intermediate-json-course/,https://img-b.udemycdn.com/course/240x135/937134_9f51.jpg,Learn how to Master JSON in Javascript,Rating: 4.5 out of 5,399 reviews,2.5 total hours,26 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"3,690 students",,,,
Complete SQL Guide,Diptam Paul,https://www.udemy.com/course/complete-sql-guide/,https://img-b.udemycdn.com/course/240x135/2970424_3893.jpg,SQL/MYSQL course,Rating: 3.8 out of 5,399 reviews,3 total hours,43 lectures,Beginner,Current price: E£269.99,Original price: E£479.99,,"26,946 students",,,,
"Learn ASP NET with Bootstrap,Entity Framework,JavaScript,C#",Devwebtuts 24/7,https://www.udemy.com/course/learn_aspnet_bootstrap_entityframework/,https://img-b.udemycdn.com/course/240x135/453290_3a8f_3.jpg,"Learn to Build Production based Web Applications with Microsoft’s ASP.NET, C#, Entity Framework, JavaScript & Bootstrap.",Rating: 4.0 out of 5,399 reviews,11 total hours,95 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"2,085 students",,,,
Create Websites with HTML & CSS for Beginners,Srini Vanamala,https://www.udemy.com/course/create-websites-with-html-css-for-beginners/,https://img-b.udemycdn.com/course/240x135/2505110_a213_2.jpg,Learn Web Development by Building Websites with HTML5 and CSS3 from Scratch!,Rating: 4.8 out of 5,398 reviews,8.5 total hours,117 lectures,Beginner,Current price: E£229.99,Original price: E£719.99,,"18,449 students",,,,
"Create Modern Website Using HTML, CSS And Bootstrap",Easy Tutorials,https://www.udemy.com/course/create-modern-website-using-html-css-and-bootstrap/,https://img-b.udemycdn.com/course/240x135/3104578_a683_3.jpg,"Learn modern web design with HTML, CSS and Bootstrap step-by-step with 8 real world web development projects",Rating: 4.1 out of 5,398 reviews,12.5 total hours,76 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"1,662 students",,,,
Basics of GraphQL with Ruby on Rails,Alex Deva,https://www.udemy.com/course/basics-of-graphql-with-ruby-on-rails/,https://img-b.udemycdn.com/course/240x135/1435568_3126_3.jpg,Learn to use GraphQL in a Rails app to talk to your front-end clients. Updated in 2022!,Rating: 4.6 out of 5,398 reviews,1.5 total hours,32 lectures,Intermediate,Current price: E£229.99,Original price: E£349.99,,"1,817 students",,,,
Making HTML5 Games with Phaser 3,William Clarkson,https://www.udemy.com/course/making-html5-games-with-phaser-3/,https://img-b.udemycdn.com/course/240x135/2034380_8697_2.jpg,Rapid Game Development,Rating: 4.5 out of 5,398 reviews,4.5 total hours,161 lectures,Beginner,Current price: E£229.99,Original price: E£529.99,,"2,084 students",,,,
Learning Oracle 12c - A Beginners Oracle Training Video,Infinite Skills,https://www.udemy.com/course/oracle-12c/,https://img-b.udemycdn.com/course/240x135/213180_0f86_7.jpg,A Easy To Follow Course Designed To Teach You The Core Principals Of Working With Oracle Database Technology,Rating: 4.3 out of 5,398 reviews,11 total hours,102 lectures,All Levels,Current price: E£269.99,Original price: E£479.99,,"2,024 students",,,,
Step in to Java Automation|Try Step by Step Java for Testers,Automation World,https://www.udemy.com/course/java-for-software-testers/,https://img-b.udemycdn.com/course/240x135/808966_d554_5.jpg,"Practical Programming, Java for Selenium Webdriver / Appium/ RestAssured, TestNG, Maven, DB Connection, OOPS Concept",Rating: 4.1 out of 5,397 reviews,14 total hours,134 lectures,All Levels,Current price: E£229.99,Original price: E£849.99,,"3,174 students",,,,
PHP OOP - Understand Object Oriented Programming in PHP,Ryan Dhungel,https://www.udemy.com/course/php-oop-tutorial/,https://img-b.udemycdn.com/course/240x135/1589254_ef70_8.jpg,Learn and understand PHP OOP so that you can start building amazing Web Apps with PHP frameworks such as LARAVEL,Rating: 3.9 out of 5,397 reviews,3 total hours,21 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"11,307 students",,,,
Modern JavaScript The Complete Course - Build +15 Projects,Juan Pablo De la torre Valdez,https://www.udemy.com/course/modern-javascript-the-complete-course-build-10-projects/,https://img-b.udemycdn.com/course/240x135/1527260_d22a.jpg,"Learn JavaScript the most popular language for Web Development - Includes ES6, React & NodeJS & +15 Complete Projects!",Rating: 4.6 out of 5,397 reviews,28 total hours,312 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"2,236 students",,,,
R Programming for Simulation and Monte Carlo Methods,"Geoffrey Hubona, Ph.D.",https://www.udemy.com/course/r-programming-for-simulation-and-monte-carlo-methods/,https://img-b.udemycdn.com/course/240x135/591114_e452.jpg,"Learn to program statistical applications and Monte Carlo simulations with numerous ""real-life"" cases and R software.",Rating: 4.5 out of 5,396 reviews,11.5 total hours,107 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"4,211 students",,,,
HTML Web Development Crash Course,Frahaan Hussain,https://www.udemy.com/course/html-tutorials/,https://img-b.udemycdn.com/course/240x135/903526_1986_2.jpg,Learn how to create websites and web applications for the internet.,Rating: 4.6 out of 5,396 reviews,1.5 total hours,18 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"34,611 students",,,,
Advanced Web Scraping with Python using Scrapy & Splash,Ahmed Rafik,https://www.udemy.com/course/advanced-web-scraping-with-python-using-scrapy-splash/,https://img-b.udemycdn.com/course/240x135/2376786_899f_2.jpg,The most advanced web scraping & crawling course using Scrapy & Splash! Take your web scraping skills to the next level.,Rating: 4.6 out of 5,396 reviews,5.5 total hours,48 lectures,Expert,Current price: E£229.99,Original price: E£269.99,,"5,634 students",,,,
The Python Certification Course,"Ron Seikh, M Tech",https://www.udemy.com/course/the-python-certification-course-x/,https://img-b.udemycdn.com/course/240x135/3014492_e2f6.jpg,Learn and understand Python using this course. Get your python programmer certificate!,Rating: 2.7 out of 5,395 reviews,35 total mins,7 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"15,837 students",,,,
Bluebeam in 3 Hours,Packt Publishing,https://www.udemy.com/course/bluebeam-in-3-hours/,https://img-b.udemycdn.com/course/240x135/2528974_a5c4.jpg,"Seize the PDF mark-up, organization, and collaboration potential of Bluebeam",Rating: 4.3 out of 5,395 reviews,2.5 total hours,37 lectures,Intermediate,Current price: E£269.99,Original price: E£779.99,Bestseller,"1,380 students",,,,
Complete Microsoft SQL Server Masterclass:Beginner to Expert,Sandeep Kumar,https://www.udemy.com/course/complete-microsoft-sql-masterclass-beginner-advanced/,https://img-b.udemycdn.com/course/240x135/3493498_a762_4.jpg,"Master course using Microsoft SQL Server. These SQL can also  used in Oracle, MySQL, PostgreSQL, SQLite, DB2, etc.",Rating: 4.5 out of 5,395 reviews,11 total hours,210 lectures,All Levels,Current price: E£229.99,Original price: E£819.99,,"1,988 students",,,,
The Bubble Course - Create Complete Web Apps without Coding,Andrew Vega,https://www.udemy.com/course/bubble-course/,https://img-b.udemycdn.com/course/240x135/912996_7b2e_5.jpg,Create Complete Web Apps without Coding using the Bubble Framework,Rating: 3.7 out of 5,395 reviews,4.5 total hours,47 lectures,Beginner,Current price: E£269.99,Original price: E£319.99,,"4,740 students",,,,
Mastering DevOps,Packt Publishing,https://www.udemy.com/course/mastering-devops/,https://img-b.udemycdn.com/course/240x135/976284_2197_3.jpg,Manage your day-to-day IT infrastructure challenges by taking advantage of the DevOps revolution,Rating: 4.5 out of 5,395 reviews,6 total hours,38 lectures,Intermediate,Current price: E£269.99,Original price: E£719.99,,"2,556 students",,,,
Complete Blazor Course - e-Commerce App & Clean Architecture,Frank Liu,https://www.udemy.com/course/complete-blazor-course-e-commerce-app-clean-architecture/,https://img-b.udemycdn.com/course/240x135/3542414_b855_2.jpg,ASP.NET Blazor In Depth & Build an e-Commerce Web Application with Clean Architecture,Rating: 4.6 out of 5,394 reviews,7.5 total hours,85 lectures,All Levels,Current price: E£229.99,Original price: E£799.99,,"8,330 students",,,,
Building an Enterprise Application with ASP.NET Core MVC,Everest Nwosu,https://www.udemy.com/course/building-an-enterprise-application-with-aspnet-core-mvc/,https://img-b.udemycdn.com/course/240x135/2546485_099f_3.jpg,"Full-Stack MVC Web Application with  ASP.NET Core 3.0, ASP.NET Core 2.2 & Entity Framework Core",Rating: 4.3 out of 5,394 reviews,10 total hours,62 lectures,All Levels,Current price: E£269.99,Original price: E£749.99,,"7,701 students",,,,
Airtable - The Complete Guide to Airtable - Master Airtable,Henry Habib,https://www.udemy.com/course/airtable-the-complete-guide-to-airtable/,https://img-b.udemycdn.com/course/240x135/4353274_7e91_3.jpg,"Master Airtable from scratch and build databases, visualizations, apps, dashboards, and workflows with Airtable",Rating: 4.7 out of 5,394 reviews,7.5 total hours,104 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",Bestseller,"1,861 students",,,,
Typescript with React classes - quick start - Jest testing,Alex Horea,https://www.udemy.com/course/typescript-with-react-jest-testing/,https://img-b.udemycdn.com/course/240x135/3908850_7bf2.jpg,Quickly stack using Typescript with React and build great apps! Don't stop here and write awesome tests with Jest!,Rating: 4.1 out of 5,393 reviews,4.5 total hours,46 lectures,All Levels,Current price: E£229.99,Original price: E£449.99,,"76,085 students",,,,
Selenium WebDriver Test Automation Framework With Real Project,Ken Ho,https://www.udemy.com/course/webdriver-test-automation-framework-step-by-step/,https://img-b.udemycdn.com/course/240x135/384266_daef_4.jpg,Build Enterprise-Level Test Automation Framework with Real Web Gmail Project,Rating: 3.8 out of 5,393 reviews,5 total hours,44 lectures,All Levels,Current price: E£229.99,Original price: E£419.99,,"12,405 students",,,,
Selenium WebDriver Test Automation Framework With Real Project,Ken Ho,https://www.udemy.com/course/webdriver-test-automation-framework-step-by-step/,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",Build Enterprise-Level Test Automation Framework with Real Web Gmail Project,Rating: 3.8 out of 5,393 reviews,5 total hours,44 lectures,All Levels,Current price: E£229.99,Original price: E£419.99,,"12,405 students",,,,
A Comprehensive Introduction to Java Virtual Machine (JVM),Dheeru Mundluru,https://www.udemy.com/course/a-comprehensive-introduction-to-java-virtual-machine-jvm/,https://img-b.udemycdn.com/course/240x135/784664_6cd5.jpg,"Understand JVM internals like Class Loading, Reflection, Garbage Collection, Heap & Stack and Bytecode Instruction Set!",Rating: 4.0 out of 5,392 reviews,4 total hours,28 lectures,All Levels,Current price: E£229.99,Original price: E£269.99,,"2,323 students",,,,
Python Fundamentals,Sanjin Dedic,https://www.udemy.com/course/python-fundamentals/,https://img-b.udemycdn.com/course/240x135/1051548_1085_4.jpg,Probably the best Python Beginner course on the internet,Rating: 4.3 out of 5,392 reviews,6.5 total hours,49 lectures,Beginner,Current price: E£229.99,Original price: E£719.99,,"10,114 students",,,,
Python GUI : From A-to-Z With 2 Final Projects,python code,https://www.udemy.com/course/python-with-tkinter-basics-advanced-build-2-projects-l/,https://img-b.udemycdn.com/course/240x135/837742_6fd2.jpg,Learn Python from scratch & build a Python programs using the Tkinter Module !,Rating: 3.9 out of 5,392 reviews,3 total hours,41 lectures,All Levels,Current price: E£229.99,Original price: E£319.99,,"6,446 students",,,,
PHP & MySQL Course: The Complete Guide (Step by Step),Fatah Gabrial,https://www.udemy.com/course/complete-php-mysql-course-beginner-to-advanced-level/,https://img-b.udemycdn.com/course/240x135/3377052_39e4_2.jpg,Learn to Build advanced web applications from scratch with PHP & MySQL,Rating: 3.8 out of 5,392 reviews,3.5 total hours,44 lectures,All Levels,Current price: E£269.99,"Original price: E£1,199.99",,"31,933 students",,,,
Setup a Virtual Web Server using Linode or Digital Ocean,YouAccel Training,https://www.udemy.com/course/setup-a-virtual-web-server-using-linode-or-digital-ocean/,https://img-b.udemycdn.com/course/240x135/2444066_fc28_3.jpg,"Deploy, Configure, and Scale a Production Virtual Web Server on Linode or Digital Ocean. Install LAMP Stack + More",Rating: 4.7 out of 5,390 reviews,8 total hours,68 lectures,Beginner,Current price: E£269.99,Original price: E£799.99,,"124,732 students",,,,
QC151 Quantum Physics for QC - Content moved to QC101,Kumaresan Ramanathan,https://www.udemy.com/course/quantum-physics-for-quantum-computing-superposition-and-entanglement/,https://img-b.udemycdn.com/course/240x135/2383216_c747_2.jpg,This course has become part of QC101. Buy this course if you want only the physics lessons without the rest of QC101,Rating: 4.1 out of 5,390 reviews,1.5 total hours,37 lectures,Beginner,Current price: E£229.99,Original price: E£319.99,,"2,068 students",,,,
Master Flutter - Learn Dart & Flutter by Developing 5 Apps,Lutfor Rahman,https://www.udemy.com/course/master-flutter-learn-dart-flutter-by-developing-20-apps/,https://img-b.udemycdn.com/course/240x135/2602642_9427_4.jpg,"Learn Google Flutter & Dart by Developing 5 Real Life & Enterprise Apps including UI, App Dashboard and API",Rating: 3.6 out of 5,389 reviews,13.5 total hours,191 lectures,All Levels,Current price: E£319.99,"Original price: E£1,399.99",,"2,119 students",,,,
Applied Time Series Analysis in Python,Marco Peixeiro,https://www.udemy.com/course/applied-time-series-analysis-in-python/,https://img-b.udemycdn.com/course/240x135/3667582_b9ce_3.jpg,Use Python and Tensorflow to apply the latest statistical and deep learning techniques for time series analysis,Rating: 4.2 out of 5,389 reviews,7 total hours,43 lectures,Intermediate,Current price: E£319.99,Original price: E£719.99,,"1,884 students",,,,
Amazon Alexa Development: From Beginner to Intermediate,"Nicholas ""Techustler"" Ivanecky",https://www.udemy.com/course/amazon-alexa-development-from-beginner-to-intermediate/,https://img-b.udemycdn.com/course/240x135/997916_1918.jpg,"Learn how to create and publish Alexa Skills, understand voice UI, and be comfortable with AWS and Alexa Skills Kit",Rating: 3.6 out of 5,389 reviews,3.5 total hours,65 lectures,All Levels,Current price: E£229.99,Original price: E£819.99,,"3,325 students",,,,
Learn by Doing: Vue JS 2.0 the Right Way,Dejan Stošić,https://www.udemy.com/course/learn-by-doing-vue-js-2-the-right-way/,https://img-b.udemycdn.com/course/240x135/987064_5183_5.jpg,Learn how to build a standalone client app with routing and authentication in VueJS 2.0 (Single page application),Rating: 4.1 out of 5,389 reviews,3.5 total hours,32 lectures,Intermediate,Current price: E£269.99,Original price: E£679.99,,"1,804 students",,,,
TeamCity: continuous integration & DevOps with Java and .NET,"TetraNoodle Team, Manuj Aggarwal",https://www.udemy.com/course/teamcity-learn-continuous-integration-jetbrains-teamcity-tutorial/,https://img-b.udemycdn.com/course/240x135/817440_0a60_5.jpg,Teamcity: Learn sought after skills with rising demand. Streamline software builds with JetBrains Teamcity.,Rating: 3.5 out of 5,389 reviews,2.5 total hours,38 lectures,All Levels,Current price: E£229.99,Original price: E£779.99,,"2,734 students",,,,
Unity & Blender Masterclass: Make a 3D Zenda Game!,"Mammoth Interactive, John Bura",https://www.udemy.com/course/build-the-legend-of-zenda-game-in-unity3d-and-blender/,https://img-b.udemycdn.com/course/240x135/1186394_7340_4.jpg,Learn to build a game in Unity®. Create the game's art from scratch in Blender.,Rating: 3.9 out of 5,389 reviews,30.5 total hours,194 lectures,Beginner,Current price: E£269.99,"Original price: E£1,299.99",,"5,532 students",,,,
Complete Modern Amazon clone: Angular 5 and Node.js,"Arash Yahya, Adam Peterson",https://www.udemy.com/course/build-amazon-clone-angular5-node/,https://img-b.udemycdn.com/course/240x135/1515336_184c_2.jpg,"Use Angular 5 , Node.js , Stripe and Algolia to build a complete Amazon website!",Rating: 3.0 out of 5,389 reviews,6 total hours,107 lectures,Intermediate,Current price: E£269.99,Original price: E£479.99,,"17,966 students",,,,
Construct 2 - From Beginner to Advanced - Ultimate Course!,Jeremy Alexander,https://www.udemy.com/course/construct-2-from-beginner-to-advanced-build-10-games/,https://img-b.udemycdn.com/course/240x135/639984_c5e1_3.jpg,"Programmers and non programmers welcome. This is the editor to make anything you dream of. Apps, Ads & Games.",Rating: 4.2 out of 5,389 reviews,18 total hours,118 lectures,All Levels,Current price: E£269.99,"Original price: E£1,399.99",,"2,096 students",,,,
Projects in MongoDB - Learn MongoDB Building Projects,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/projects-in-mongodb/,https://img-b.udemycdn.com/course/240x135/621022_398a_3.jpg,A Comprehensive Course to Learn MongoDB By Developing 12 Professional Projects,Rating: 4.4 out of 5,388 reviews,12 total hours,94 lectures,All Levels,Current price: E£229.99,Original price: E£479.99,,"5,686 students",,,,
Azure Machine Learning using Cognitive Services,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",https://www.udemy.com/course/azure-machine-learning-using-cognitive-services/,https://img-b.udemycdn.com/course/240x135/1866224_9874.jpg,"Learn the Azure Machine Learning Studio, Azure Bot Service, Video Indexing service, Computer Vision for OCR and more!",Rating: 4.3 out of 5,388 reviews,16.5 total hours,100 lectures,All Levels,Current price: E£269.99,Original price: E£719.99,,"4,031 students",,,,
Spatial Analysis & Geospatial Data Science in Python,Shan Singh,https://www.udemy.com/course/spatial-data-science-in-python/,https://img-b.udemycdn.com/course/240x135/3565275_1d97.jpg,Learn how to process and visualize geospatial data and perform spatial analysis using Python.,Rating: 4.4 out of 5,387 reviews,4 total hours,41 lectures,All Levels,Current price: E£269.99,Original price: E£319.99,,"51,211 students",,,,
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,Darrel Wilson,https://www.udemy.com/course/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,https://img-b.udemycdn.com/course/240x135/1024888_e6bb_2.jpg,Create A Modern Wordpress Blog That Fits 2017. The Wordpress Blog We Are Going To Make Is From the Extra Theme!,Rating: 3.6 out of 5,387 reviews,2 total hours,19 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"16,515 students",,,,
The Flask Mega-Tutorial (Python Web Development),Miguel Grinberg,https://www.udemy.com/course/flask-mega-tutorial/,https://img-b.udemycdn.com/course/240x135/1699208_604f_3.jpg,The most complete introduction to web development with Python and Flask,Rating: 4.6 out of 5,387 reviews,11.5 total hours,192 lectures,Beginner,Current price: E£319.99,,,"1,629 students",,,,
Bootstrap 5 Course: Build Responsive Websites like a Pro,Meta Brains,https://www.udemy.com/course/bootstrap5-website/,https://img-b.udemycdn.com/course/240x135/4657556_fdc8_4.jpg,Learn how to utilize Bootstrap 5 to create amazing webpages,Rating: 4.2 out of 5,387 reviews,2 total hours,33 lectures,Beginner,Current price: E£229.99,Original price: E£479.99,,"39,969 students",,,,
"Jekyll: make fast, secure static sites and blogs with Jekyll",Jana Bergant,https://www.udemy.com/course/static-website-generator-fast-secure-sites-blogs-with-jekyll/,https://img-b.udemycdn.com/course/240x135/704582_62b6_3.jpg,"Do you want a clean, simple, fast and secure site or a blog and  host it free on Github? Jekyll is the best way to go.",Rating: 4.4 out of 5,387 reviews,2.5 total hours,31 lectures,Beginner,Current price: E£269.99,Original price: E£999.99,,"3,721 students",,,,
Intro To SQLite Databases for Python Programming,John Elder,https://www.udemy.com/course/using-sqlite3-databases-with-python/,https://img-b.udemycdn.com/course/240x135/2329914_883c_3.jpg,Learn Sqlite Database With Python The Fast and Easy Way!,Rating: 4.4 out of 5,387 reviews,1.5 total hours,24 lectures,Beginner,Current price: E£229.99,"Original price: E£1,199.99",,"4,684 students",,,,
Cloud Computing and Amazon Web Services (AWS) Fundamentals,YouAccel Training,https://www.udemy.com/course/cloud-computing-and-amazon-web-services-aws-fundamentals/,https://img-b.udemycdn.com/course/240x135/4362406_fc40.jpg,"Examine the Key Principles of Cloud Computing including Service Models, Deployment Models, & Foundations of AWS",Rating: 4.4 out of 5,387 reviews,2.5 total hours,34 lectures,Beginner,Current price: E£229.99,"Original price: E£1,199.99",,"38,382 students",,,,
All About Gaming Industry Careers & Game Design Fundamentals,VICONIC Development,https://www.udemy.com/course/game-industry-career-guide/,https://img-b.udemycdn.com/course/240x135/911298_a9f6.jpg,2 courses in 1. Explore Career Paths in the Gaming Industry and the Fundamentals of Game Design,Rating: 4.6 out of 5,386 reviews,5 total hours,41 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"2,308 students",,,,
Learn Knockout JS Framework from GroundUp,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/learn-knockout-js-framework-from-groundup/,https://img-b.udemycdn.com/course/240x135/637840_5f78_4.jpg,A Complete Tutorial for Developing Web Applications using KnockoutJS,Rating: 3.9 out of 5,386 reviews,5 total hours,32 lectures,All Levels,Current price: E£269.99,Original price: E£419.99,,"1,701 students",,,,
Redis: The Complete Developer's Guide,Stephen Grider,https://www.udemy.com/course/redis-the-complete-developers-guide-p/,https://img-b.udemycdn.com/course/240x135/4672206_9053.jpg,"Master Redis v7.0 with hands-on exercises. Includes Modules, Scripting, Concurrency, and Streams!",Rating: 4.7 out of 5,386 reviews,15.5 total hours,188 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",Bestseller,"6,028 students",,,,
Erlang: The Complete Beginner's Guide 2022,Catalin Stefan,https://www.udemy.com/course/completeerlang/,https://img-b.udemycdn.com/course/240x135/2313770_c92d.jpg,Learn Distributed Programming in Erlang and become an expert in a niche market,Rating: 4.7 out of 5,386 reviews,3.5 total hours,36 lectures,All Levels,Current price: E£269.99,"Original price: E£1,299.99",,"1,798 students",,,,
Advanced Java Topics: Java Reflection - Master Class,Michael Pogrebinsky | Software Architecture & Java Programming Expert,https://www.udemy.com/course/java-reflection-master-class/,https://img-b.udemycdn.com/course/240x135/2916558_e968_11.jpg,"Create Powerful Java Applications, Algorithms and Libraries using Java Reflection API, Take Full Advantage of the JVM",Rating: 4.7 out of 5,386 reviews,5 total hours,37 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",Bestseller,"4,411 students",,,,
Rust Programming Language for Beginners,"Tim Buchalka's Learn Programming Academy, Diwakar Singh",https://www.udemy.com/course/the-rust-programming-language-for-beginners/,https://img-b.udemycdn.com/course/240x135/1747516_5bc7.jpg,More effective than C++. Develop your own Rust Programming library and increase your career options.,Rating: 3.3 out of 5,385 reviews,19.5 total hours,192 lectures,Beginner,Current price: E£269.99,Original price: E£479.99,,"3,933 students",,,,
Webflow For Beginners: How To Use Webflow,Sam Harrison,https://www.udemy.com/course/webflow-masterclass-a-tutorial-for-webflow-beginners/,https://img-b.udemycdn.com/course/240x135/3861644_73e3_40.jpg,Learn how to develop websites using Webflow in this masterclass course specifically created for Webflow beginners.,Rating: 4.6 out of 5,385 reviews,5 total hours,36 lectures,Beginner,Current price: E£319.99,Original price: E£449.99,Bestseller,"1,823 students",,,,
How To Create A Web Hosting Business - WHMCS Tutorial,Darrel Wilson,https://www.udemy.com/course/how-to-create-a-web-hosting-business-whmcs-tutorial/,https://img-b.udemycdn.com/course/240x135/1419330_e0d4.jpg,Learn How To Make A Web Design Company With WHMCS - WHMCS Tutorial,Rating: 4.5 out of 5,385 reviews,3.5 total hours,24 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"12,692 students",,,,
Drupal For Absolute Beginners (2022),Shubham Saurav,https://www.udemy.com/course/drupal-masterclass/,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",The Most Comprehensive Course To Start Learning Latest And Greatest Drupal From Scratch,Rating: 4.1 out of 5,385 reviews,1.5 total hours,20 lectures,All Levels,Current price: E£229.99,Original price: E£479.99,,"73,641 students",,,,
The Philosophy of FileMaker - Part 1,John Mark Osborne,https://www.udemy.com/course/the-philosophy-of-filemaker-part-1/,https://img-b.udemycdn.com/course/240x135/692244_b78b_2.jpg,"Intermediate FileMaker Pro 15 Scripting, Calculations, Relationships and Reporting",Rating: 4.7 out of 5,385 reviews,8.5 total hours,91 lectures,Intermediate,Current price: E£229.99,,,"1,149 students",,,,
Xamarin Android - A Master Guide to App Development in C#,Grant Klimaytys,https://www.udemy.com/course/xamarin-android-a-master-guide-to-mobile-app-development/,https://img-b.udemycdn.com/course/240x135/787226_cc26.jpg,"Complete Xamarin.Android Reference for Building Apps in C#. Threading, Images, Controls, Animations and Much More!",Rating: 4.5 out of 5,385 reviews,7.5 total hours,76 lectures,All Levels,Current price: E£199.99,Original price: E£229.99,,"2,264 students",,,,
Android Material Design,Annapurna Agrawal Siddhartha,https://www.udemy.com/course/android-material-design/,https://img-b.udemycdn.com/course/240x135/921168_7646_2.jpg,"Introduction, Implementation and Mastering. All in one!",Rating: 4.4 out of 5,385 reviews,6 total hours,43 lectures,All Levels,Current price: E£229.99,"Original price: E£1,199.99",,"2,506 students",,,,
Simplified Approach to DBMS,Parteek Bhatia,https://www.udemy.com/course/simplified-approach-to-dbms/,https://img-b.udemycdn.com/course/240x135/2840852_b039.jpg,Simplified way to learn Data Base Management System,Rating: 4.2 out of 5,384 reviews,15 total hours,89 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"2,741 students",,,,
Crash Course: Fundamentals Of HTML & CSS From Scratch.,Tech Lemur,https://www.udemy.com/course/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,https://img-b.udemycdn.com/course/240x135/92760_a459_10.jpg,Learn The Fundamentals Of HTML & CSS From Scratch In This Beginners Step-By-Step Crash Course. ,Rating: 4.6 out of 5,384 reviews,2 total hours,52 lectures,Beginner,Current price: E£199.99,Original price: E£229.99,,"7,731 students",,,,
Best Software QA Testing Training H2K Infosys Live Classes,H2K Infosys,https://www.udemy.com/course/best-software-qa-testing-training-by-h2k-infosys/,https://img-b.udemycdn.com/course/240x135/832484_ef03_3.jpg,"QA Software Testing Training Course live classes only, Live Project, ALM, SQL, UNIX, Resume prep,Interview questions",Rating: 4.5 out of 5,384 reviews,8.5 total hours,53 lectures,Intermediate,Current price: E£229.99,"Original price: E£1,199.99",,"4,143 students",,,,
Gitting Started: Step-by-Step Git and Github Crash Course,"Abhin Chhabra, Sandeep Kumar, ­ Quality Gurus Inc.",https://www.udemy.com/course/learn-git-and-github-in-2-hours/,https://img-b.udemycdn.com/course/240x135/3485468_7457_5.jpg,Git started now with a hands-on guide to learning both Git and GitHub from an expert.,Rating: 4.8 out of 5,384 reviews,2.5 total hours,38 lectures,Beginner,Current price: E£269.99,Original price: E£449.99,,"41,946 students",,,,
Become RPA Master in MS Power Automate Desktop (in 30 days),Learning Technologies,https://www.udemy.com/course/microsoft-power-automate-desktop-tutorials-for-beginners/,https://img-b.udemycdn.com/course/240x135/3964608_269d_5.jpg,This Course is designed with 28+ hours & 4 live Projects to learn MS Power Automate Desktop to Automate repetitive Tasks,Rating: 4.2 out of 5,383 reviews,28 total hours,196 lectures,All Levels,Current price: E£269.99,Original price: E£319.99,Bestseller,"2,696 students",,,,
Complete Guide to ASP.NET Core RESTful API with Blazor WASM,Frank Liu,https://www.udemy.com/course/complete-web-api-course/,https://img-b.udemycdn.com/course/240x135/3702120_dcb8_2.jpg,Build RESTful Web API in ASP.NET CORE Consumed with Blazor WebAssembly,Rating: 4.7 out of 5,383 reviews,16.5 total hours,137 lectures,All Levels,Current price: E£319.99,"Original price: E£1,599.99",,"2,707 students",,,,
