ticket_id,ticket_created,date_of_issue,time_of_issue,form,method,issue,caller_id_number,type_of_call_or_messge,advertiser_business_number,state,zip,location_center_point_of_the_zip_code
970957,05/11/2016 02:05:55 AM +0000,5/10/16,7:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),724-506-8601,Live Voice,724-506-8601,IL,60181,"IL 60181
(41.877943, -87.976545)"
970966,05/11/2016 02:08:10 AM +0000,5/9/16,8:40 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),256-229-3569,Text Message,,FL,33614,"FL 33614
(28.007343, -82.505225)"
970973,05/11/2016 02:10:59 AM +0000,5/10/16,6:12 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Autodialed Live Voice Call,,NM,88201,"NM 88201
(33.539509, -104.430851)"
970974,05/11/2016 02:11:03 AM +0000,5/10/16,8:20 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,619-489-0089,Prerecorded Voice,,MI,48080,"MI 48080
(42.463608, -82.901417)"
970975,05/11/2016 02:11:54 AM +0000,5/10/16,6:23 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,OH,45243,"OH 45243
(39.183568, -84.350623)"
970978,05/11/2016 02:14:38 AM +0000,5/10/16,3:25 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),682-924-8732,Abandoned Calls,,TX,78754,"TX 78754
(30.356927, -97.643722)"
970982,05/11/2016 02:17:14 AM +0000,5/10/16,6:10 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),509-309-8332,Text Message,509-309-8332,CA,92103,"CA 92103
(32.746633, -117.166513)"
970987,05/11/2016 02:20:09 AM +0000,5/10/16,9:04 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),765-653-3225,Live Voice,,NY,12538,"NY 12538
(41.78865, -73.899329)"
970989,05/11/2016 02:22:29 AM +0000,5/10/16,4:20 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),602-236-8833,Live Voice,,AZ,85140,"AZ 85140
(33.239774, -111.538132)"
970991,05/11/2016 02:25:18 AM +0000,4/1/16,1:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),516-635-4085,Live Voice,,NY,11738,"NY 11738
(40.837174, -73.03891)"
970996,05/11/2016 02:27:20 AM +0000,5/10/16,5:58 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,SC,29631,"SC 29631
(34.682576, -82.815571)"
971007,05/11/2016 02:29:43 AM +0000,5/10/16,9:10 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),480-361-8117,Live Voice,,FL,33914,"FL 33914
(26.576719, -82.003562)"
971012,05/11/2016 02:31:33 AM +0000,5/10/16,1:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),916-589-3498,Prerecorded Voice,,CA,94087,"CA 94087
(37.351582, -122.036938)"
971023,05/11/2016 02:35:41 AM +0000,5/10/16,2:49 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),509-635-7115,Prerecorded Voice,,CA,92567,"CA 92567
(33.809609, -117.113026)"
971033,05/11/2016 02:41:20 AM +0000,5/10/16,9:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),,Live Voice,,WV,26062,"WV 26062
(40.415825, -80.565276)"
971036,05/11/2016 02:45:00 AM +0000,5/9/16,7:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,NY,10980,"NY 10980
(41.233154, -74.021234)"
971037,05/11/2016 02:45:26 AM +0000,5/10/16,3:59 PM,Phone,Wired,Robocalls,253-733-7595,Prerecorded Voice,253-733-7595,CT,6095,"CT 06095-1433
(41.898347, -72.625834)"
971077,05/11/2016 03:10:25 AM +0000,5/10/16,6:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),650-665-3049,Live Voice,650-665-3049,KY,40037,"KY 40037
(37.65237, -85.406106)"
971097,05/11/2016 03:29:39 AM +0000,5/10/16,2:39 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Abandoned Calls,,MS,38654,"MS 38654
(34.948233, -89.830821)"
971127,05/11/2016 03:51:39 AM +0000,5/10/16,7:00 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),661-752-5533,Prerecorded Voice,661-752-5533,CA,93536,"CA 93536
(34.74564, -118.356914)"
971186,05/11/2016 05:41:47 AM +0000,5/4/16,3:52 PM,Phone,Wired,Telemarketing (including do not call and spoofing),323-155-6183,Abandoned Calls,,CA,90068,"CA 90068
(34.12516, -118.330005)"
662851,11/18/2015 05:53:36 PM +0000,11/18/15,11:19 AM,Phone,Wired,Robocalls,347-704-3611,Prerecorded Voice,,PA,19083,"PA 19083
(39.977505, -75.31077)"
1201448,09/16/2016 09:13:58 PM +0000,9/14/16,6:15 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),815-942-1373,Live Voice,630-871-8560,IL,60450,"IL 60450
(41.371257, -88.434506)"
1104768,07/26/2016 08:06:50 PM +0000,7/26/16,7:00 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,CA,91722,"CA 91722
(34.097089, -117.907023)"
1104769,07/26/2016 08:07:23 PM +0000,7/26/16,1:00 PM,Phone,Wired,Robocalls,,Prerecorded Voice,306-745-6517,MD,20901,"MD 20901
(39.020211, -77.009764)"
1104777,07/26/2016 08:08:58 PM +0000,7/25/16,12:13 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,954-761-8080,Prerecorded Voice,888-529-5289,FL,32822,"FL 32822
(28.496178, -81.290927)"
1032453,06/13/2016 02:10:17 AM +0000,6/12/16,9:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),215-383-0820,Live Voice,215-383-0820,FL,34212,"FL 34212
(27.499079, -82.421292)"
1032454,06/13/2016 02:10:26 AM +0000,6/12/16,9:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,405-779-0115,GA,30328,"GA 30328
(33.932662, -84.381118)"
1032472,06/13/2016 02:47:04 AM +0000,6/11/16,1:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),770-627-7702,Abandoned Calls,,GA,30114,"GA 30114
(34.233758, -84.519351)"
1032473,06/13/2016 02:47:28 AM +0000,6/12/16,10:04 AM,Phone,Internet (VOIP),Robocalls,877-379-3298,Prerecorded Voice,,GA,30152,"GA 30152
(33.997953, -84.645022)"
1032484,06/13/2016 03:15:13 AM +0000,6/12/16,8:11 PM,Phone,Wired,Robocalls,719-496-3120,Abandoned Calls,,CO,80923,"CO 80923
(38.924671, -104.715926)"
1032496,06/13/2016 03:58:38 AM +0000,6/8/16,9:22 AM,Phone,Wired,Telemarketing (including do not call and spoofing),859-410-3958,Abandoned Calls,,KY,40601,"KY 40601-1034
(38.2082, -84.881954)"
1032507,06/13/2016 04:08:19 AM +0000,6/6/16,11:52 AM,Phone,Wired,Telemarketing (including do not call and spoofing),502-255-2433,Abandoned Calls,,KY,40601,"KY 40601-1034
(38.2082, -84.881954)"
1032510,06/13/2016 04:15:01 AM +0000,6/12/16,2:45 P.M.,Phone,Wired,Robocalls,855-726-2359,Prerecorded Voice,855-726-2359,CA,90003,"CA 90003
(33.963074, -118.274809)"
1032549,06/13/2016 06:31:13 AM +0000,6/11/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,WA,98686,"WA 98686
(45.715902, -122.628735)"
1032551,06/13/2016 06:50:47 AM +0000,6/13/16,12:34 AM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),701-843-8854,Abandoned Calls,,TX,78717,"TX 78717
(30.492639, -97.765813)"
1032560,06/13/2016 07:47:06 AM +0000,6/12/16,11:57 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),562-206-2966,Abandoned Calls,,CA,90706,"CA 90706
(33.88777, -118.127923)"
1201605,09/16/2016 10:09:14 PM +0000,9/16/16,4:45 PM,Phone,Wired,Robocalls,931-639-9903,Prerecorded Voice,931-639-9903,FL,34243,"FL 34243
(27.402848, -82.519191)"
1032753,06/13/2016 03:33:04 PM +0000,6/13/16,10:28 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,209-674-7098,Prerecorded Voice,,SC,29615,"SC 29615
(34.859256, -82.303311)"
964883,05/09/2016 12:21:55 PM +0000,,,Phone,Wired,Telemarketing (including do not call and spoofing),,,,,,
1201863,09/16/2016 11:20:22 PM +0000,9/16/16,1:38 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),385-249-1276,Live Voice,,CA,92105,"CA 92105
(32.738754, -117.094021)"
1033328,06/13/2016 07:10:02 PM +0000,6/13/16,1:45 P.M.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),,Live Voice,,VA,24018,"VA 24018
(37.219764, -80.025353)"
673649,11/24/2015 01:44:50 AM +0000,11/16/15,9:00 a.m.,Phone,Wired,Robocalls,800-568-0156,Prerecorded Voice,,NC,27295,"NC 27295
(35.868226, -80.301385)"
1202007,09/17/2016 12:39:13 AM +0000,9/16/16,3:30 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,858-565-6429,Abandoned Calls,,CA,92058,"CA 92058
(33.253756, -117.351637)"
1148258,08/19/2016 05:00:38 PM +0000,8/19/16,11:50 AM,Phone,Wired,Robocalls,,Prerecorded Voice,,GA,30066,"GA 30066
(34.031961, -84.508613)"
1113250,08/01/2016 01:41:13 AM +0000,7/18/16,8:19 PM,Phone,Wired,Robocalls,702-829-3311,Abandoned Calls,,NV,89143,"NV 89143
(36.316833, -115.289125)"
1113258,08/01/2016 01:55:32 AM +0000,7/31/16,5:53 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),559-784-1699,Live Voice,,CA,93274,"CA 93274
(36.193481, -119.358379)"
1148260,08/19/2016 05:00:47 PM +0000,8/19/16,9:09 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,626-807-7713,Prerecorded Voice,626-807-7713,GA,30276,"GA 30276
(33.277091, -84.579442)"
1126515,08/08/2016 06:35:36 PM +0000,8/8/16,6:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,877-921-7180,CA,92882,"CA 92882
(33.861105, -117.595417)"
1126517,08/08/2016 06:35:52 PM +0000,8/8/16,11:32 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,440-381-8239,Prerecorded Voice,,CO,80130,"CO 80130
(39.538985, -104.922934)"
1126522,08/08/2016 06:36:43 PM +0000,8/8/16,12:30 PM,Phone,Wired,Telemarketing (including do not call and spoofing),813-251-2749,Prerecorded Voice,813-251-2749,AL,36527,"AL 36527
(30.681845, -87.881376)"
1126526,08/08/2016 06:37:17 PM +0000,8/6/16,6:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),201-232-4556,Live Voice,,NJ,7307,"NJ 07307
(40.748989, -74.050783)"
1033744,06/13/2016 09:56:47 PM +0000,6/13/16,4:08 p.m.,Phone,Wired,Robocalls,530-921-4207,Abandoned Calls,,MI,48098,"MI 48098
(42.598871, -83.179838)"
1033851,06/13/2016 10:30:52 PM +0000,6/13/16,4:10 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,847-798-6025,IL,60087,"IL 60087
(42.404275, -87.859689)"
983801,05/17/2016 08:55:14 PM +0000,5/17/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),732-893-1143,Prerecorded Voice,,NM,99999,"NM 99999
(21.879411, -160.219411)"
1056336,06/27/2016 09:23:43 AM +0000,6/27/16,1:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),702-255-0440,Prerecorded Voice,,NV,89101,"NV 89101
(36.172352, -115.124546)"
1056479,06/27/2016 02:55:28 PM +0000,6/27/16,9:29 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,929-220-5856,FL,32821,"FL 32821
(28.38873, -81.477513)"
1056484,06/27/2016 03:00:45 PM +0000,6/27/16,9:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),330-647-1774,Live Voice,,OH,44266,"OH 44266
(41.1636, -81.208478)"
1056526,06/27/2016 03:25:23 PM +0000,6/27/16,9:37 A.M.,Phone,Wired,Telemarketing (including do not call and spoofing),763-402-8973,Live Voice,,SC,29302,"SC 29302
(34.914333, -81.863701)"
1056527,06/27/2016 03:25:28 PM +0000,6/7/16,,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,,WI,53048,"WI 53048
(43.581996, -88.445096)"
1056568,06/27/2016 03:44:52 PM +0000,6/27/16,10:36 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),248-379-0426,Prerecorded Voice,,MD,21904,"MD 21904
(39.624686, -76.074492)"
1056570,06/27/2016 03:45:13 PM +0000,6/27/16,10:40 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),415-795-7593,Prerecorded Voice,415-795-7593,PA,18235,"PA 18235
(40.831454, -75.694804)"
1056573,06/27/2016 03:46:10 PM +0000,6/27/16,8:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Abandoned Calls,,UT,84092,"UT 84092
(40.559297, -111.822944)"
1056586,06/27/2016 03:50:41 PM +0000,6/25/16,8:50 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),614-729-9024,Live Voice,,TX,77019,"TX 77019
(29.753013, -95.405624)"
1056619,06/27/2016 04:04:08 PM +0000,6/27/16,10:59 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,713-409-4567,Prerecorded Voice,,OH,44022,"OH 44022
(41.442888, -81.402077)"
1056637,06/27/2016 04:15:37 PM +0000,6/27/16,10:55 AM,Phone,Wired,Robocalls,360-951-7687,Prerecorded Voice,,GA,30571,"GA 30571
(34.706496, -83.693379)"
1056661,06/27/2016 04:25:55 PM +0000,6/27/16,11:22 AM,Phone,Wired,Telemarketing (including do not call and spoofing),709-915-9497,Prerecorded Voice,,TN,37774,"TN 37774-6814
(35.723931, -84.334926)"
1056662,06/27/2016 04:25:57 PM +0000,6/27/16,11:13 AM,Phone,Wired,Telemarketing (including do not call and spoofing),817-592-3435,Abandoned Calls,,TN,37405,"TN 37405
(35.092771, -85.339606)"
1056664,06/27/2016 04:26:21 PM +0000,6/27/16,11:20 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,248-379-0426,Prerecorded Voice,248-379-0426,PA,19026,"PA 19026
(39.950249, -75.304015)"
1056667,06/27/2016 04:27:24 PM +0000,6/27/16,8:12 AM,Phone,Wired,Telemarketing (including do not call and spoofing),,Prerecorded Voice,877-849-9690,WA,99338,"WA 99338
(46.129715, -119.282747)"
1056668,06/27/2016 04:27:54 PM +0000,6/27/16,9:25 AM,Phone,Wired,Robocalls,509-309-8176,Abandoned Calls,509-309-8176,ID,83642,"ID 83642
(43.584695, -116.393784)"
1056670,06/27/2016 04:29:25 PM +0000,6/27/16,10:25 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,TX,75082,"TX 75082
(32.991883, -96.663701)"
1056672,06/27/2016 04:30:43 PM +0000,6/26/16,7:07 PM,Phone,Wired,Telemarketing (including do not call and spoofing),336-551-3596,Live Voice,336-551-3596,NC,28021,"NC 28021
(35.389646, -81.401197)"
1056676,06/27/2016 04:32:22 PM +0000,6/27/16,10:26 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,,IL,60647,"IL 60647
(41.921058, -87.701101)"
1056679,06/27/2016 04:33:56 PM +0000,6/27/16,10:06 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),303-569-7823,Prerecorded Voice,,CO,80206,"CO 80206
(39.730238, -104.952049)"
1056682,06/27/2016 04:34:57 PM +0000,6/27/16,11:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),773-664-2581,Live Voice,,GA,30439,"GA 30439
(32.404249, -82.072397)"
1056706,06/27/2016 04:45:12 PM +0000,6/27/16,9:00 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,602-714-6731,Prerecorded Voice,,TX,78164,"TX 78164
(28.986277, -97.520866)"
1056711,06/27/2016 04:48:37 PM +0000,6/27/16,11:00 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),347-774-4040,Prerecorded Voice,,IN,46229,"IN 46229
(39.790007, -85.977954)"
1028464,06/09/2016 09:39:25 PM +0000,6/9/16,4:36 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),321-832-7622,Live Voice,,PA,19355,"PA 19355-2513
(40.036211, -75.514078)"
1028465,06/09/2016 09:39:37 PM +0000,6/9/16,10:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),508-469-9057,Prerecorded Voice,,MO,63141,"MO 63141
(38.659529, -90.455164)"
1028472,06/09/2016 09:42:18 PM +0000,6/9/16,11:12 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),720-799-9136,Live Voice,,LA,70518,"LA 70518
(30.124893, -91.94681)"
1028492,06/09/2016 09:45:42 PM +0000,6/9/16,12:35 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),509-339-5513,Prerecorded Voice,509-339-5513,CA,92124,"CA 92124
(32.823872, -117.098573)"
1028493,06/09/2016 09:46:13 PM +0000,6/7/16,6:54 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),415-343-5596,Abandoned Calls,,CA,90290,"CA 90290
(34.100574, -118.608216)"
1028496,06/09/2016 09:47:41 PM +0000,6/8/16,11:39 a.m.,Phone,Wired,Robocalls,985-307-0375,Prerecorded Voice,,LA,70047,"LA 70047
(29.967476, -90.372842)"
1028500,06/09/2016 09:49:34 PM +0000,6/9/16,9:00 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,888-286-5462,CA,95124,"CA 95124
(37.257218, -121.922723)"
1028504,06/09/2016 09:52:56 PM +0000,6/8/16,8:26 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),818-666-0904,Abandoned Calls,818-666-0904,CA,90290,"CA 90290
(34.100574, -118.608216)"
1028508,06/09/2016 09:54:29 PM +0000,6/9/16,9:09 a.m.,Phone,Wired,Robocalls,913-562-8746,Prerecorded Voice,913-562-8746,WV,26003,"WV 26003
(40.06851, -80.675048)"
1028527,06/09/2016 10:02:13 PM +0000,6/9/16,4:21 PM,Phone,Wired,Telemarketing (including do not call and spoofing),319-382-2146,Prerecorded Voice,,CT,6880,"CT 06880
(41.143865, -73.348008)"
1028528,06/09/2016 10:02:20 PM +0000,6/9/16,1:55 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),541-948-8331,Prerecorded Voice,,CA,92602,"CA 92602
(33.737827, -117.756899)"
1028536,06/09/2016 10:04:46 PM +0000,6/9/16,4:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,205-873-1703,Prerecorded Voice,,AL,35173,"AL 35173
(33.64517, -86.573973)"
1028538,06/09/2016 10:06:06 PM +0000,6/9/16,2:59 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),407-200-4450,Prerecorded Voice,,CT,6880,"CT 06880
(41.143865, -73.348008)"
1028539,06/09/2016 10:06:18 PM +0000,6/9/16,1:55 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),206-823-3814,Live Voice,,OR,97068,"OR 97068
(45.361506, -122.654757)"
1028543,06/09/2016 10:07:52 PM +0000,6/9/16,5:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),561-756-4662,Prerecorded Voice,,FL,32626,"FL 32626
(29.434522, -82.885209)"
1028544,06/09/2016 10:07:59 PM +0000,6/9/16,4:45 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),781-536-5865,Live Voice,781-536-5865,MA,2155,"MA 02155
(42.419364, -71.107977)"
1028547,06/09/2016 10:08:23 PM +0000,6/9/16,8:30 AM,Phone,Wired,Robocalls,909-999-6159,Autodialed Live Voice Call,909-999-6159,NJ,7621,"NJ 07621
(40.924404, -73.998913)"
1056716,06/27/2016 04:50:41 PM +0000,6/27/16,10:42 A.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Abandoned Calls,,OK,73064,"OK 73064
(35.385806, -97.736692)"
1002687,05/26/2016 01:00:57 PM +0000,5/25/16,6:20 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,617-982-1337,DE,19701,"DE 19701
(39.597379, -75.694272)"
1002688,05/26/2016 01:06:23 PM +0000,5/25/16,7:08 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Text Message,,UT,84117,"UT 84117
(40.662537, -111.836898)"
1002709,05/26/2016 01:32:06 PM +0000,5/25/16,9:30 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,585-944-9891,Abandoned Calls,,NC,28269,"NC 28269
(35.337103, -80.800119)"
1002721,05/26/2016 01:48:09 PM +0000,5/26/16,3:30 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),215-266-0469,Live Voice,215-266-0469,PA,19134,"PA 19134
(39.991393, -75.109709)"
1002727,05/26/2016 01:53:10 PM +0000,5/26/16,4:30 PM,Phone,Wired,Telemarketing (including do not call and spoofing),844-373-9780,Live Voice,,AL,35022,"AL 35022-4133
(33.284087, -86.988381)"
1002731,05/26/2016 01:57:16 PM +0000,5/25/16,5:14 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),619-503-7088,Prerecorded Voice,,MD,21060,"MD 21060
(39.167556, -76.590283)"
1002738,05/26/2016 02:04:48 PM +0000,5/26/16,12:00 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),360-416-3950,Abandoned Calls,,WA,98274,"WA 98274
(48.368138, -122.250701)"
1002747,05/26/2016 02:11:42 PM +0000,3/18/16,1:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),724-216-0421,Live Voice,724-216-0421,PA,18621,"PA 18621
(41.252001, -76.09047)"
1002751,05/26/2016 02:15:36 PM +0000,5/25/16,4:52 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,415-316-0424,Prerecorded Voice,,MA,2346,"MA 02346
(41.885302, -70.884117)"
1002752,05/26/2016 02:16:16 PM +0000,5/26/16,9:07 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),703-270-4654,Prerecorded Voice,,PA,16127,"PA 16127
(41.173449, -80.07629)"
1002758,05/26/2016 02:17:57 PM +0000,5/26/16,7:50 a.m.,Phone,Wired,Robocalls,330-423-0403,Prerecorded Voice,330-423-0403,PA,19076,"PA 19076
(39.885584, -75.307517)"
1002763,05/26/2016 02:22:40 PM +0000,5/25/16,4:27 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Text Message,310-683-4216,NC,27713,"NC 27713
(35.909481, -78.920408)"
1002769,05/26/2016 02:24:47 PM +0000,5/26/16,9:00 AM,Phone,Wired,Robocalls,606-362-8471,Prerecorded Voice,,FL,34289,"FL 34289
(27.085666, -82.142458)"
1002776,05/26/2016 02:29:30 PM +0000,5/26/16,8:20 AM,Phone,Wired,Telemarketing (including do not call and spoofing),716-902-5177,Prerecorded Voice,,NY,14004,"NY 14004
(42.893967, -78.513641)"
1002777,05/26/2016 02:30:03 PM +0000,5/25/16,3:01 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,804-212-0335,Prerecorded Voice,804-212-0335,NH,3043,"NH 03043
(42.99196, -71.81463)"
1002786,05/26/2016 02:38:09 PM +0000,5/26/16,8:25 AM,Phone,Wired,Telemarketing (including do not call and spoofing),877-215-2929,Live Voice,877-215-2920,VA,23691,"VA 23691
(37.258197, -76.551838)"
1002791,05/26/2016 02:44:47 PM +0000,4/22/16,1:13 PM,Phone,Wired,Telemarketing (including do not call and spoofing),610-508-4042,Prerecorded Voice,,TX,75033,"TX 75033
(33.175325, -96.848495)"
1002792,05/26/2016 02:44:49 PM +0000,5/26/16,8:21 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),704-322-3622,Prerecorded Voice,,AL,35062,"AL 35062
(33.7296, -87.02907)"
1002793,05/26/2016 02:46:17 PM +0000,5/26/16,9:40 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,,Prerecorded Voice,254-522-7514,IN,46033,"IN 46033
(39.978954, -86.088351)"
1002795,05/26/2016 02:47:27 PM +0000,5/26/16,9:41 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),216-925-4541,Prerecorded Voice,,OH,44116,"OH 44116
(41.471158, -81.85009)"
1002796,05/26/2016 02:47:44 PM +0000,3/18/16,3:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),314-367-8180,,,MO,63112,"MO 63112
(38.660616, -90.283004)"
1002798,05/26/2016 02:48:11 PM +0000,5/25/16,2:12 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),205-753-4719,Prerecorded Voice,,AL,35062,"AL 35062
(33.7296, -87.02907)"
1002799,05/26/2016 02:49:44 PM +0000,5/26/16,8:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),870-236-1811,Live Voice,,AR,72450,"AR 72450
(36.068261, -90.520307)"
1002803,05/26/2016 02:53:17 PM +0000,5/25/16,5:23 PM,Phone,Wired,Robocalls,915-229-8490,Prerecorded Voice,877-227-0063,TX,79968,"TX 79968
(31.771117, -106.505598)"
1002804,05/26/2016 02:53:41 PM +0000,5/26/16,4:30 a.m.,Phone,,Telemarketing (including do not call and spoofing),011-919-7555,,,SC,29576,"SC 29576
(33.574607, -79.040989)"
1002807,05/26/2016 02:55:34 PM +0000,5/26/16,9:34 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Prerecorded Voice,860-955-9189,CT,6078,"CT 06078
(41.988308, -72.643311)"
1002809,05/26/2016 02:56:31 PM +0000,3/21/16,9:09 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),888-382-1222,Live Voice,,TN,37804,"TN 37804
(35.784276, -83.911723)"
1002810,05/26/2016 02:56:35 PM +0000,5/24/16,1:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),303-459-3046,Prerecorded Voice,,CO,80481,"CO 80481
(40.103258, -105.472083)"
1002814,05/26/2016 02:58:17 PM +0000,5/26/16,9:45 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),,Live Voice,,OH,43065,"OH 43065
(40.166962, -83.090093)"
1002827,05/26/2016 03:08:45 PM +0000,5/25/16,1:25 PM,Phone,Wired,Telemarketing (including do not call and spoofing),203-405-9004,Prerecorded Voice,,CT,6880,"CT 06880
(41.143865, -73.348008)"
1002833,05/26/2016 03:10:59 PM +0000,5/25/16,3:26 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),407-934-6724,Prerecorded Voice,,CT,6880,"CT 06880
(41.143865, -73.348008)"
1002834,05/26/2016 03:11:18 PM +0000,5/26/16,9:55 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),301-742-2860,Live Voice,,MD,20878,"MD 20878-8706
(39.072834, -77.267548)"
